ICAO24,Latitude,Longitude,Track,Altitude,Vitesse,Squawk,Radar_Feeder,Type_avion,Registration,Temps_UNIX,Depart,Arrivee,Num_IATA,On_ground,Vertical_Speed,Num_ICAO,Code_ICAO
3965AF,36.468,25.8131,137,37000,533,474,F-LTBJ1,B77W,F-GZNP,1645821096,CDG,CAI,AF570,0,0,AFR570,AFR
3991E1,17.6098,-64.5182,113,38975,470,6664,F-TJFA1,A320,F-HEPB,1645821097,MIA,PTP,AF617,0,-64,AFR617,AFR
3946EC,47.4572,0.5345,26,30000,407,4361,F-LFPB2,A319,F-GRXM,1645821096,CMN,CDG,AF1197,0,0,AFR44BF,AFR
3985A5,43.6596,7.2072,281,0,0,1000,F-LFMN3,A320,F-HBNF,1645821069,ORY,NCE,AF6238,1,0,AFR13VA,AFR
392AF9,46.9469,4.4062,117,26675,458,1000,F-LFLA2,A320,F-GKXZ,1645821097,CDG,GVA,AF1242,0,-576,AFR31GA,AFR
3946E5,47.7673,4.2038,338,27275,320,1000,F-LFLD1,A319,F-GRXF,1645821098,TUN,CDG,AF1285,0,-960,AFR1285,AFR
39B166,48.5419,7.6291,326,0,15,1000,F-LFST1,CRJX,F-HMLG,1645821062,LYS,SXB,AF1688,1,0,AFR85XQ,AFR
3965B0,49.0006,2.7109,265,1300,152,1012,F-LFPG1,B77W,F-GZNQ,1645821097,ALG,CDG,AF4145,0,-768,AFR4145,AFR
392AF4,52.3337,20.0021,95,18350,374,1000,F-EPMO3,A320,F-GKXU,1645821099,CDG,WAW,AF1246,0,-1536,AFR86QR,AFR
3944F8,47.7248,0.6872,28,30000,396,4357,F-LFBK1,A319,F-GRHY,1645821099,MAD,CDG,AF1101,0,0,AFR31LH,AFR
3991EA,50.8593,1.3113,316,36000,400,664,F-EGMC3,A320,F-HEPK,1645821099,CDG,MAN,AF1268,0,64,AFR81ZW,AFR
394C10,48.7501,2.7799,307,4075,203,1000,F-LFPC1,A321,F-GTAQ,1645821098,TLS,ORY,AF6155,0,-1408,AFR45UK,AFR
3946E1,48.7739,2.6753,270,3475,172,1000,F-LFPG1,A319,F-GRXB,1645821096,MRS,ORY,AF6029,0,192,AFR59CL,AFR
3986EE,46.3205,13.8913,128,14975,300,1000,T-MLAT1,E170,F-HBXO,1645821096,CDG,LJU,AF1186,0,-2752,AFR35CQ,AFR
39B167,43.47,-1.5323,334,0,6,1000,F-LFBZ2,CRJX,F-HMLH,1645821096,LYS,BIQ,AF1592,1,0,AFR57UH,AFR
3950CA,43.3075,5.323,344,2600,147,1000,F-LFML1,A318,F-GUGK,1645821098,ORY,MRS,AF6030,0,-896,AFR44CP,AFR
392AE6,47.4789,3.8922,327,32050,389,1000,F-LFMH1,A320,F-GKXG,1645821098,NCE,ORY,AF6239,0,-832,AFR53GQ,AFR
398566,50.0202,5.8887,225,36000,438,1000,F-EDDK2,E190,F-HBLG,1645821097,BER,CDG,AF1535,0,0,AFR26FN,AFR
3950D0,49.008,2.8548,265,3100,189,1000,F-LFPG1,A318,F-GUGQ,1645821096,GVA,CDG,AF1043,0,-1088,AFR86PX,AFR
39E682,45.0658,1.0037,349,36000,396,1057,F-LFBL2,BCS3,F-HZUC,1645821096,BCN,CDG,AF1049,0,-64,AFR86UN,AFR
39856D,48.4515,3.2021,342,32000,378,1000,F-LFPC1,E190,F-HBLN,1645821098,MRS,LIL,AF1371,0,0,AFR98XL,AFR
3985A7,48.1093,1.5441,27,17900,346,1000,F-LFLD1,A320,F-HBNH,1645821096,PUF,ORY,AF7463,0,-960,AFR79CF,AFR
394C14,49.0074,2.5562,84,0,15,1000,F-LFPB2,A321,F-GTAU,1645821096,AMS,CDG,AF1441,1,0,AFR83UG,AFR
3985A0,46.9084,-1.7203,307,3375,264,1000,F-LFBN1,A320,F-HBNA,1645821096,LYS,NTE,AF1488,0,-1856,AFR39LB,AFR
3950CB,43.1297,3.041,173,10450,344,1000,F-LFMT2,A318,F-GUGL,1645821099,ORY,PGF,AF7470,0,-1408,AFR16JP,AFR
3986ED,47.5475,-1.6128,301,32925,418,1000,F-LFRH2,E170,F-HBXN,1645821096,LYS,BES,AF1612,0,-960,AFR13NB,AFR
398565,47.3672,8.8652,33,5600,214,1000,F-LSZH6,E190,F-HBLF,1645821099,CDG,ZRH,AF1414,0,-256,AFR41YZ,AFR
3944F2,47.2091,4.7871,332,31825,352,1000,F-ETIE1,A319,F-GRHS,1645821096,NCE,CDG,AF7715,0,-896,AFR85KN,AFR
398560,47.5107,-0.8733,321,16150,351,1000,F-EGJJ2,E190,F-HBLA,1645821098,LYS,RNS,AF1684,0,-2496,AFR55AE,AFR
3991E6,47.9114,1.0614,16,25600,362,1000,F-LFBK1,A320,F-HEPG,1645821099,TLS,CDG,AF7527,0,-1024,AFR36AX,AFR
398569,48.4248,0.599,236,31000,481,1000,F-LFOE1,E190,F-HBLJ,1645821098,AMS,NTE,AF1893,0,0,AFR86AN,AFR
393321,43.9651,1.6932,186,12250,389,1000,F-LFBO5,A321,F-GMZB,1645821099,ORY,TLS,AF6148,0,-2112,AFR16XU,AFR
3985AB,44.9195,-0.1382,239,13575,289,1000,F-LFBP1,A320,F-HBNL,1645821097,LYS,BOD,AF1514,0,-1856,AFR57GR,AFR
398568,45.446,0.1161,211,37000,464,7644,F-LFBU1,E190,F-HBLI,1645821099,CDG,BIO,AF1376,0,128,AFR71SW,AFR
3946E0,45.7861,0.7323,210,36950,450,7646,F-LFMK2,A319,F-GRXA,1645821097,CDG,MAD,AF1400,0,0,AFR48ZP,AFR
398570,51.517,0.6224,328,34000,393,656,F-EGMH1,E190,F-HBLQ,1645821097,CDG,NCL,AF1558,0,-64,AFR44YQ,AFR
392AF1,49.546,5.8571,75,38975,428,1000,F-LFSD1,A320,F-GKXR,1645821098,CDG,MUC,AF1122,0,-64,AFR39UJ,AFR
3986E4,44.5517,2.415,232,29000,471,1000,F-LFSL1,E170,F-HBXE,1645821099,LYS,PUF,AF1634,0,64,AFR67SV,AFR
39B165,43.4646,5.1798,175,8425,308,1000,F-LFMT2,CRJX,F-HMLF,1645821099,LYS,MRS,AF1544,0,-1664,AFR86RM,AFR
3986E2,49.3217,4.6959,36,33000,360,1000,F-EBBR3,E170,F-HBXC,1645821096,CDG,HAJ,AF1438,0,0,AFR34LT,AFR
392AEC,49.2892,4.4985,49,33975,366,1000,F-EBBR2,A320,F-GKXM,1645821099,CDG,BER,AF1134,0,128,AFR89RR,AFR
3950C9,47.6426,3.0567,157,34700,480,7654,F-LFMH1,A318,F-GUGJ,1645821097,CDG,FLR,AF1266,0,1408,AFR51EG,AFR
39B169,50.1585,3.4896,208,33375,500,1000,F-LFPT2,CRJX,F-HMLJ,1645821097,AMS,MRS,AF1875,0,1088,AFR89HQ,AFR
394C19,46.8576,0.3526,21,29950,412,1000,F-LFBL3,A321,F-GTAZ,1645821098,BOD,CDG,AF7633,0,0,AFR91MC,AFR
393320,45.4143,1.1714,357,32000,377,1000,F-LFCI3,A321,F-GMZA,1645821096,TLS,ORY,AF6149,0,-64,AFR91HE,AFR
3991E8,50.1065,1.6141,323,26025,361,654,F-LFPC1,A320,F-HEPI,1645821098,CDG,LHR,AF1380,0,0,AFR91GR,AFR
398562,46.0464,0.5607,209,37000,356,1000,T-MLAT1,E190,F-HBLC,1645821096,CDG,BIQ,AF7656,0,0,AFR53MH,AFR
3986E3,46.5407,4.5871,104,37000,466,1000,T-MLAT1,E170,F-HBXD,1645821094,CDG,TRN,AF1502,0,-64,AFR47BL,AFR
39B168,45.0815,0.2324,337,30000,445,1000,F-LFBL2,CRJX,F-HMLI,1645821097,TLS,RNS,AF1199,0,64,AFR47TC,AFR
394C0C,49.1569,4.0551,73,27300,303,1000,F-LFSR2,A321,F-GTAM,1645821098,CDG,PRG,AF1582,0,1536,AFR63GC,AFR
3986E6,49.4219,5.1375,72,23000,362,1000,T-MLAT1,E170,F-HBXG,1645821096,CDG,FRA,AF1018,0,0,AFR16BR,AFR
398563,47.2895,2.6569,161,25000,408,1000,T-MLAT1,E190,F-HBLD,1645821094,CDG,CFE,AF7758,0,0,AFR94XM,AFR
39856A,44.9565,-0.5209,52,9525,257,1000,F-LFBP1,E190,F-HBLK,1645821097,BOD,MRS,AF1283,0,4224,AFR43RF,AFR
3946EB,49.1977,2.458,17,11650,281,666,F-LFPC1,A319,F-GRXL,1645821098,CDG,HAM,AF1610,0,2880,AFR23KH,AFR
39644E,5.6138,-0.1658,22,0,13,3141,F-DGAA5,A332,F-GZCO,1645821099,ACC,OUA,AF586,1,0,AFR586,AFR
4850F6,2.5112,-77.0818,205,37000,482,1413,F-SKPE2,B77W,PH-BVN,1645821098,AMS,UIO,KL755,0,0,KLM755,KLM
4850E6,53.3893,-112.5368,189,38000,499,4230,F-CYQF3,A333,PH-AKF,1645821097,AMS,YYC,KL677,0,64,KLM677,KLM
485785,-15.5578,-41.9997,198,37975,504,2571,F-SBMK3,B789,PH-BHN,1645821097,AMS,GIG,KL705,0,0,KLM705,KLM
486491,24.7275,-17.8134,32,41000,522,5033,F-GCHI2,E295,PH-NXH,1645821097,REC,TFS,,0,0,KLM9968,KLM
48418D,52.2075,4.558,35,1525,180,3517,F-EHRD5,B739,PH-BXS,1645821099,ARN,AMS,KL1118,0,0,KLM1118,KLM
484F18,49.5947,2.2899,27,38000,386,5532,F-LFPC1,B738,PH-BCB,1645821098,BCN,AMS,KL1676,0,0,KLM76T,KLM
485871,52.2619,4.9968,234,3725,258,1000,F-EHEH2,E190,PH-EXV,1645821098,MUC,AMS,KL1800,0,-768,KLM98E,KLM
48455D,46.3454,0.1155,29,39600,398,2317,F-LFRH1,B737,PH-BGF,1645821098,MAD,AMS,KL1706,0,-896,KLM1706,KLM
484163,52.6048,11.9837,88,19675,358,1000,F-EDDE1,B738,PH-BXK,1645821097,AMS,BER,KL1835,0,-896,KLM51T,KLM
485065,48.5795,9.095,150,39000,505,3164,F-EDJA2,E190,PH-EZZ,1645821097,AMS,VCE,KL1659,0,0,KLM39S,KLM
484F7D,47.8939,2.2335,193,39000,484,2130,F-LFRI1,E190,PH-EZU,1645821097,AMS,VLC,KL1501,0,-384,KLM1501,KLM
484559,51.6529,0.4781,234,9600,290,6276,F-EGSC2,B738,PH-BGB,1645821097,AMS,LHR,KL1033,0,-1856,KLM63V,KLM
484F7E,48.5384,2.6497,188,35000,500,1000,F-LFSR3,E190,PH-EZV,1645821099,AMS,TLS,KL1309,0,0,KLM1309,KLM
485064,48.8367,2.496,198,39000,484,2121,F-LFPC1,E190,PH-EZY,1645821098,AMS,BIO,KL1689,0,64,KLM13L,KLM
4841A6,52.31,4.773,329,0,0,1000,F-EHAM1,B739,PH-BXT,1645821027,AMS,LYS,KL1419,1,0,KLM37A,KLM
484B30,52.7321,8.8648,78,37000,428,1000,F-EDHI2,E190,PH-EZC,1645821098,AMS,GDN,KL1923,0,64,KLM23D,KLM
484131,53.2579,5.9795,43,33675,362,3131,F-EDHI2,B738,PH-BXB,1645821098,AMS,ARN,KL1121,0,1536,KLM17C,KLM
484ACB,49.3873,6.5346,163,35000,515,1000,F-EDKA1,E190,PH-EZA,1645821099,AMS,NCE,KL1263,0,-64,KLM83H,KLM
485779,50.8452,7.9187,131,37000,465,3136,F-EDLW1,E75L,PH-EXS,1645821099,AMS,NUE,KL1891,0,64,KLM67S,KLM
4852F5,49.3838,2.8399,207,35000,504,1000,F-EBBR3,E75L,PH-EXH,1645821097,AMS,BOD,KL1319,0,-64,KLM55X,KLM
4844C6,51.2573,3.6561,1,22000,326,1000,F-EDDL2,B738,PH-BXV,1645821097,CDG,AMS,KL1246,0,0,KLM26P,KLM
4855D0,52.8879,7.613,84,26075,330,1000,F-EDWG1,E75L,PH-EXN,1645821098,AMS,BRE,KL1761,0,-2432,KLM90C,KLM
484164,51.0425,7.3021,135,37000,513,1000,F-EHWO4,B738,PH-BXL,1645821098,AMS,MUC,KL1801,0,64,KLM45D,KLM
486484,51.6687,6.4101,130,31200,477,1000,F-EHKD2,E295,PH-NXG,1645821097,AMS,PRG,KL1359,0,1664,KLM73W,KLM
485876,53.029,5.4092,36,23550,345,3172,F-EHWO1,E75L,PH-EXZ,1645821098,AMS,GOT,KL1163,0,1600,KLM43Z,KLM
484B91,52.7485,5.6821,70,27125,384,153,F-EHKD2,B737,PH-BGK,1645821097,AMS,HAM,KL1789,0,1792,KLM99X,KLM
4855D1,51.2935,5.4411,159,26900,481,1000,F-EDDK2,E75L,PH-EXO,1645821097,AMS,TRN,KL1559,0,1600,KLM97K,KLM
48415E,52.8953,4.989,19,18900,339,3152,F-EHRD1,B738,PH-BXE,1645821096,AMS,OSL,KL1151,0,2688,KLM1151,KLM
485086,51.7608,5.9672,140,27300,466,1000,F-EHWO1,E190,PH-EXD,1645821098,AMS,FLR,KL1647,0,1472,KLM57V,KLM
484966,52.0177,5.7301,129,21450,487,1000,F-EHWO1,B737,PH-BGG,1645821098,AMS,VIE,KL1849,0,1984,KLM25F,KLM
485084,52.1754,6.0229,102,23400,423,1000,F-EHWO1,E190,PH-EXB,1645821098,AMS,KRK,KL1999,0,2304,KLM1999,KLM
4855D2,52.4367,4.7195,7,3850,229,163,F-EHAM1,E75L,PH-EXP,1645821097,AMS,KRS,KL1211,0,1600,KLM30Y,KLM
48548C,52.424,4.9219,90,8325,283,1000,F-EHWO1,E75L,PH-EXK,1645821098,AMS,HAJ,KL1915,0,3776,KLM31K,KLM
484B31,52.3901,4.7882,45,4600,250,1000,F-EHWO1,E190,PH-EZD,1645821098,AMS,FRA,KL1775,0,4096,KLM1775,KLM
485206,52.3002,4.7397,222,0,24,6261,F-EHAM3,E190,PH-EXE,1645821096,AMS,ORK,KL1089,1,0,KLM1089,KLM
484130,52.3065,4.7743,216,0,17,7335,F-EHAM1,B738,PH-BXA,1645821045,AMS,BHX,KL1435,1,0,KLM77M,KLM
48507F,52.3021,4.739,216,0,9,1000,F-EHAM1,E190,PH-EXA,1645821098,AMS,LIN,KL1627,1,0,KLM1627,KLM
484B8F,52.3081,4.7746,146,0,10,7347,T-EHAM462,B737,PH-BGH,1645821099,AMS,GLA,KL1481,1,0,KLM49J,KLM
4852F4,52.303,4.7652,216,0,10,1000,T-EHAM626,E75L,PH-EXG,1645821096,AMS,BSL,KL1991,1,0,KLM89F,KLM
486483,52.3106,4.7739,241,0,3,0,F-EHAM1,E295,PH-NXF,1645821096,AMS,ZRH,KL1969,1,0,KLM71Q,KLM
C023C5,37.3347,72.5772,155,37000,486,2656,F-EST,B789,C-FNOE,1645821096,YVR,DEL,AC44,0,0,ACA44,ACA
C02CF1,43.6834,-79.6241,137,0,13,3416,F-CYYZ3,B77W,C-FRAM,1645821103,ICN,YYZ,AC7290,1,0,ACA7290,ACA
C0307A,10.5983,-85.5348,25,0,0,613,F-MRLB3,B38M,C-FSJH,1645821098,YUL,LIR,AC1248,1,0,ACA1248,ACA
C023BB,49.3516,-122.4352,229,10400,383,6350,F-CYVR2,B77W,C-FNNU,1645821103,YYZ,YVR,AC105,0,-2496,ACA105,ACA
C023C8,49.4688,-121.371,277,28775,434,2273,F-KRNT2,B789,C-FNOH,1645821103,YYZ,YVR,AC107,0,-1088,ACA107,ACA
C066F4,48.1415,-115.1307,275,36000,441,6037,F-KCOE1,BCS3,C-GMZR,1645821102,YYZ,YYJ,AC197,0,0,ACA197,ACA
C03003,39.3298,-109.5009,229,36000,413,512,F-KTEX4,B38M,C-FSES,1645821101,YYZ,PSP,AC1263,0,-64,ACA1263,ACA
C0307C,18.2623,-62.7448,163,37000,488,6311,F-TQPF1,B38M,C-FSJJ,1645821102,YYZ,UVF,AC1050,0,-64,ACA1050,ACA
C017ED,30.0903,-97.6755,357,1925,160,516,F-KERV1,E75S,C-FJBO,1645821102,YYZ,AUS,AC7549,0,-768,JZA7549,ACA
C05054,48.2617,-85.6819,106,35000,520,24,F-CYSP1,B38M,C-GEKX,1645821103,YVR,YOW,AC342,0,0,ACA342,ACA
C010EC,49.5656,-108.126,267,34000,452,503,F-CYQL3,A321,C-FGKP,1645821101,YYZ,YYC,AC139,0,0,ACA139,ACA
C0192E,45.4025,-76.2978,120,5775,267,1344,F-CYOW2,A321,C-FJNX,1645821101,YYC,YOW,AC352,0,-1408,ACA352,ACA
C01049,48.267,-86.8433,102,41000,560,21,F-KCMX1,B789,C-FGEI,1645821101,YVR,YUL,AC304,0,-64,ACA304,ACA
C0173A,44.338,-87.3413,109,35000,561,7034,F-KSBM1,B77W,C-FIUR,1645821101,YVR,YYZ,AC104,0,0,ACA104,ACA
C07973,44.3326,-86.5237,117,35000,514,1103,F-KOSH1,BCS3,C-GTZU,1645821102,YQR,YYZ,AC1114,0,0,ACA1114,ACA
C0293E,28.4333,-81.2959,179,0,147,576,F-KMCO1,B789,C-FPQB,1645821103,YYZ,MCO,AC1088,0,-512,ACA1088,ACA
C05C86,35.4849,-112.4493,173,29000,417,2133,F-KSGU2,CRJ9,C-GJAZ,1645821102,YYC,PHX,AC8622,0,128,JZA622,ACA
C066FB,44.0384,-78.8125,238,18350,320,6246,F-CYYZ4,BCS3,C-GMZY,1645821103,YUL,YYZ,AC415,0,-1536,ACA415,ACA
C01A5A,42.6915,-86.0248,255,22100,330,6566,F-KGRR1,CRJ9,C-FJZL,1645821102,YUL,ORD,AC7541,0,-1536,JZA7541,ACA
C05EDF,43.6818,-79.592,50,1300,139,2222,F-CYTZ2,BCS3,C-GJYC,1645821102,YYZ,YOW,AC454,0,2048,ACA454,ACA
C0850C,45.4574,-73.7455,261,0,0,3656,F-CYUL4,DH8D,C-GYJZ,1645821101,ZBF,YUL,AC8513,1,0,JZA513,ACA
C066F0,51.0718,-114.0215,359,4000,152,2615,F-CYYC1,BCS3,C-GMZN,1645821101,YVR,YYC,AC210,0,-896,ACA210,ACA
C01A52,46.0782,-60.7505,96,8325,286,6203,F-CYQY3,CRJ9,C-FJZD,1645821102,YUL,YQY,AC7948,0,-1536,JZA7948,ACA
C00B7C,43.4954,-79.7407,310,2675,226,2076,F-CYTZ2,E75S,C-FEJB,1645821102,ATL,YYZ,AC7492,0,-256,JZA7492,ACA
C067E7,41.6101,-77.4562,210,28000,338,612,F-CYPQ1,CRJ2,C-GNJA,1645821102,YUL,IAD,AC8723,0,64,JZA723,ACA
C05F0C,41.4307,-120.8444,203,37000,489,2171,F-KSJC3,CRJ9,C-GJZV,1645821101,YYC,SFO,AC8647,0,128,JZA647,ACA
C0584F,37.0977,-76.6542,35,37000,568,2603,F-KFAF1,A333,C-GHLM,1645821103,FLL,YUL,AC903,0,0,ACA903,ACA
C0440E,48.7079,-90.1889,115,35000,506,1165,F-KCMX1,A320,C-FZUB,1645821101,YXE,YYZ,AC1132,0,0,ACA1132,ACA
C01624,47.4931,-70.3607,242,36000,381,6770,F-CYBC2,CRJ9,C-FIJZ,1645821102,YDF,YYZ,AC7523,0,0,JZA7523,ACA
C00BA7,44.9716,-74.8434,99,14300,321,6511,F-CYUL4,E75S,C-FEKS,1645821102,ORD,YUL,AC7542,0,-1792,JZA7542,ACA
C054A0,49.195,-123.1862,104,0,0,52,F-CYVR3,DH8D,C-GGBF,1645821042,YZP,YVR,AC8400,1,0,JZA400,ACA
C054E3,43.7037,-78.561,264,10300,284,1020,F-CYYZ4,DH8D,C-GGDU,1645821102,YUL,YTZ,QK7964,0,-1344,JZA7964,ACA
C03330,42.0697,-74.1057,198,12775,261,636,F-KSWF2,CRJ9,C-FTJZ,1645821103,YUL,EWR,AC7590,0,-1472,JZA7590,ACA
C055EB,44.6927,-63.5885,289,5300,223,6744,F-CYHZ1,DH8D,C-GGNY,1645821103,YDF,YHZ,AC23,0,-1344,JZA023,ACA
C06A8B,43.7964,-74.3488,195,30000,409,603,F-CZBM2,CRJ2,C-GOJA,1645821102,YUL,PHL,AC8859,0,64,JZA859,ACA
C05ACC,45.5789,-69.325,88,25000,433,6502,F-KHUL2,DH8D,C-GIJZ,1645821100,YUL,YQM,AC7994,0,64,JZA7994,ACA
C042EF,42.2287,-83.3485,65,637,7,564,T-F5M,CRJ2,C-FZJA,1645821023,YYZ,DTW,AC8819,0,0,JZA819,ACA
C052E0,48.3956,-84.5414,106,39000,530,7105,F-KCMX1,CRJ9,C-GFJZ,1645821102,YWG,YUL,AC8598,0,0,JZA598,ACA
C05EFC,50.6212,-115.0781,70,17100,355,7003,F-CYSD1,DH8D,C-GJZF,1645821100,YYJ,YYC,AC8490,0,-1344,JZA490,ACA
C05044,49.5824,-122.1482,215,14675,393,1315,F-KBLI1,B38M,C-GEKH,1645821103,YYC,YVR,AC213,0,-2880,ACA213,ACA
C00B9E,42.9251,-84.1767,262,32000,340,545,F-KBTL1,E75S,C-FEKJ,1645821102,YYZ,ORD,AC7459,0,0,JZA7459,ACA
C02E91,40.9826,-74.1366,134,4375,227,6353,F-KDYL1,E75S,C-FRQM,1645821103,YYZ,EWR,AC7476,0,-960,JZA7476,ACA
C054BD,51.5437,-127.2509,323,24000,312,57,F-CYZT1,DH8D,C-GGCI,1645821100,YVR,YPR,AC271,0,0,JZA271,ACA
C00B7E,44.1001,-74.0369,173,28000,419,6527,F-CYOW3,E75S,C-FEJD,1645821102,YUL,LGA,AC7652,0,-64,JZA7652,ACA
C0556B,45.4867,-73.6081,126,5975,235,6242,F-CYUL2,CRJ2,C-GGJA,1645821102,YUL,YSJ,QK44,0,1856,JZA44,ACA
C0160B,42.3151,-82.8618,243,1725,139,6327,F-CYCK3,CRJ2,C-FIJA,1645821101,YYZ,YQG,AC8359,0,-704,JZA359,ACA
C05F09,50.0191,-113.5291,268,38000,450,7101,F-CYQL3,CRJ9,C-GJZS,1645821101,YQR,YVR,AC8191,0,0,JZA191,ACA
C008D7,45.463,-73.7385,222,0,0,6524,F-CYUL4,CRJ2,C-FDJA,1645821084,YUL,YBG,AC7912,1,0,JZA7912,ACA
C06D48,45.2873,-82.2445,311,36000,387,2251,F-CYXU1,CRJ9,C-GPJZ,1645821100,YYZ,YQT,AC8935,0,-64,JZA935,ACA
C01B6C,45.5918,-75.742,242,38000,380,6272,F-CYXR1,CRJ9,C-FKJZ,1645821102,YQB,YYZ,AC8225,0,64,JZA225,ACA
C06FD3,45.4668,-73.7293,42,25,136,4555,F-CYUL4,CRJ2,C-GQJA,1645821102,YUL,YQB,AC7932,0,2368,JZA7932,ACA
C0653D,51.9398,-116.8411,234,38000,443,2156,F-CYYC3,B38M,C-GMIU,1645821100,YEG,YVR,AC239,0,0,ACA239,ACA
C02FE7,49.1059,-121.733,82,27300,404,7011,F-CZBB1,B38M,C-FSDQ,1645821101,YVR,YYC,AC7050,0,2432,ACA7050,ACA
C08797,43.6702,-79.6228,157,0,9,0,F-CYYZ2,CRJ2,C-GZJA,1645821102,YYZ,CMH,AC8753,1,0,JZA753,ACA
C0064C,43.6863,-79.4644,173,6200,277,2257,F-CYYZ2,CRJ9,C-FCJZ,1645821101,YYZ,DCA,AC8784,0,2752,JZA784,ACA
C02E9B,41.9704,-87.8966,101,0,6,7215,F-KORD1,E75S,C-FRQW,1645821102,ORD,YYZ,AC7458,1,0,JZA7458,ACA
C05488,48.8801,-123.1586,67,2500,238,5343,F-CYXX2,DH8D,C-GGAH,1645821102,YYJ,YVR,AC8156,0,0,JZA156,ACA
3C64FA,33.6365,-84.4218,112,0,11,2407,F-KATL3,A343,D-AIGZ,1645821103,FRA,ATL,LH444,1,0,DLH444,DLH
3C6570,47.759,-122.2309,266,4950,234,1724,F-KRNT2,A333,D-AIKP,1645821103,FRA,SEA,LH490,0,-896,DLH490,DLH
3C6709,26.4131,-71.3803,268,40004,468,0,F-SAT6,A359,D-AIXI,1645821104,MUC,MIA,LH460,0,0,DLH460,DLH
3C4B26,15.5151,75.825,138,37000,516,3633,F-VOHB2,B748,D-ABYF,1645821101,FRA,BLR,LH754,0,0,DLH754,DLH
3C4B24,-6.1751,23.7884,349,32025,505,7346,F-EST,B748,D-ABYD,1645821100,JNB,FRA,LH573,0,0,DLH573,DLH
3C64A2,36.9834,27.3322,136,32975,517,4153,F-LTFE4,A21N,D-AIEB,1645821102,FRA,TLV,LH690,0,0,DLH690,DLH
3C66E3,47.316,8.2248,226,37000,456,6660,F-LSZB1,A320,D-AIWC,1645821103,MUC,BCN,LH1808,0,-64,DLH48P,DLH
3C64A9,57.894,21.9614,38,35025,461,6447,F-ESSA8,A21N,D-AIEI,1645821103,MUC,HEL,LH2464,0,0,DLH9PJ,DLH
3C674D,42.9683,-1.3373,281,22975,397,3762,F-LFBZ1,A320,D-AIZM,1645821102,MUC,BIO,LH1830,0,-2304,DLH97X,DLH
3C64A7,49.9354,8.6141,118,4175,272,1000,F-EDDF1,A21N,D-AIEG,1645821102,FRA,MUC,LH122,0,4352,DLH2YV,DLH
3C66B6,44.6836,19.3146,122,34975,480,4373,F-LHBP8,A320,D-AIUV,1645821103,MUC,SOF,LH1706,0,0,DLH4AH,DLH
3C4DCE,46.2679,14.1828,131,11175,294,1000,F-LJLJ1,CRJ9,D-ACNN,1645821101,FRA,LJU,LH1460,0,-1088,DLH4TW,DLH
3C65CB,48.0254,14.3312,112,37000,496,1000,F-LKPR8,A20N,D-AINK,1645821103,FRA,OTP,LH1422,0,0,DLH3RC,DLH
3C6565,9.2153,7.4106,34,6975,277,302,F-DNAA1,A333,D-AIKE,1645821100,PHC,ABV,LH595,0,-128,DLH595,DLH
3C66A6,45.8502,8.6655,141,14700,381,1000,F-LIME1,A320,D-AIUF,1645821102,FRA,MXP,LH258,0,-1536,DLH1MR,DLH
3C5468,48.1091,11.6404,128,37000,489,7656,F-LKMR1,E190,D-AECH,1645821101,FRA,TIA,LH1454,0,-64,DLH1454,DLH
3C6585,51.5734,12.1291,61,37000,435,7643,F-EDDT2,A319,D-AILE,1645821102,FRA,VNO,LH888,0,0,DLH888,DLH
3C6569,25.9043,48.1123,255,26000,364,4441,F-OERK5,A333,D-AIKI,1645821102,BAH,RUH,LH637,0,0,DLH637,DLH
3C6747,48.9051,11.5236,350,21200,382,6452,F-EDMO3,A320,D-AIZG,1645821101,MUC,GOT,LH2432,0,2112,DLH3KY,DLH
3C66EA,51.8264,6.6489,316,24850,313,1000,F-EDWG1,A320,D-AIWJ,1645821101,FRA,AMS,LH1002,0,-1408,DLH4HJ,DLH
3C6445,49.4879,8.1068,274,37950,431,1000,F-EDJA2,A319,D-AIBE,1645821101,MUC,CDG,LH2238,0,0,DLH69F,DLH
3C65D9,49.585,5.8535,260,35000,411,135,F-ETIE1,A20N,D-AINY,1645821103,FRA,BIO,LH1146,0,0,DLH64M,DLH
3C6486,49.1484,10.9285,322,28600,398,1000,F-EDDE1,A321,D-AIDF,1645821102,MUC,DUS,LH2036,0,1152,DLH3LA,DLH
3C6593,47.8032,11.9459,180,21525,393,1000,F-EDJA2,A319,D-AILS,1645821102,MUC,MRS,LH2266,0,4096,DLH64U,DLH
3C6746,47.4981,8.4611,246,28000,482,1000,F-LSZB1,A320,D-AIZF,1645821103,MUC,LYS,LH2252,0,64,DLH07E,DLH
3C66A3,48.1278,7.9496,194,33200,506,1000,F-LFQM1,A320,D-AIUC,1645821102,FRA,TLS,LH1100,0,960,DLH04A,DLH
3C4DCF,49.6849,12.9824,36,28225,407,1000,F-EDDM2,CRJ9,D-ACNO,1645821103,MUC,PRG,LH1694,0,-2496,DLH8EM,DLH
3C4DCB,47.7885,7.4461,179,9750,246,1000,F-LFSQ1,CRJ9,D-ACNK,1645821102,FRA,BSL,LH1208,0,-960,DLH2NC,DLH
3C65CA,48.3996,8.4679,181,29200,509,1000,F-EDJA2,A20N,D-AINJ,1645821101,FRA,FCO,LH242,0,2496,DLH2XK,DLH
