ICAO24,Latitude,Longitude,Track,Altitude,Vitesse,Squawk,Radar_Feeder,Type_avion,Registration,Temps_UNIX,Depart,Arrivee,Num_IATA,On_ground,Vertical_Speed,Num_ICAO,Code_ICAO
394A04,53.0264,-0.9276,331,32000,500,5643,F-EGBB1,B77W,F-GSQE,1645968413,CDG,ORD,AF136,0,0,AFR136,AFR
39CF08,51.5338,-0.9251,296,38000,484,5646,F-EGGW2,A359,F-HTYI,1645968415,CDG,BOS,AF334,0,0,AFR334,AFR
3946E5,51.3308,0.01,297,11000,306,0640,F-EGTR2,A319,F-GRXF,1645968415,CDG,LHR,AF1780,0,0,AFR43TJ,AFR
393321,45.3496,4.182,143,34975,453,1000,F-LFLC2,A321,F-GMZB,1645968416,ORY,NCE,AF6246,0,0,AFR94DK,AFR
394A15,51.7609,0.4711,327,30000,512,0647,F-EGLK2,B77W,F-GSQV,1645968414,CDG,LAX,AF72,0,0,AFR072,AFR
39856E,46.0976,0.7578,211,31000,458,1000,F-LFBO5,E190,F-HBLO,1645968415,CDG,BIQ,AF7654,0,0,AFR69DN,AFR
3944EA,45.7557,23.3696,297,36000,444,1000,F-LRSM2,A319,F-GRHK,1645968415,OTP,CDG,AF1889,0,0,AFR25BR,AFR
3949F7,48.6971,5.7742,100,37000,428,0644,F-LFQB1,B772,F-GSPX,1645968415,CDG,DXB,AF662,0,-64,AFR662,AFR
392AEB,39.4842,21.2916,313,34025,420,5503,F-LBSF6,A320,F-GKXL,1645968416,ATH,CDG,AF1533,0,0,AFR17MR,AFR
392AF4,39.9759,-7.6301,44,29900,427,2023,F-LEBZ4,A320,F-GKXU,1645968416,LIS,CDG,AF1025,0,1216,AFR64HY,AFR
3944F3,50.4225,4.1857,190,30450,379,1000,F-EHWO3,A319,F-GRHT,1645968415,AMS,CDG,AF1641,0,-832,AFR89PV,AFR
394C10,47.2661,2.2872,188,32300,449,1000,F-LFRM1,A321,F-GTAQ,1645968416,ORY,TLS,AF6124,0,1280,AFR11QN,AFR
3950C6,44.7374,6.2078,330,34000,390,1000,F-LFLY1,A318,F-GUGG,1645968414,NCE,ORY,AF6245,0,0,AFR16HP,AFR
3991E1,39.0496,-71.5148,144,36100,533,1722,F-KEWR1,A320,F-HEPB,1645968415,JFK,PTP,AF621,0,640,AFR621,AFR
3949E5,48.7729,2.492,237,13650,327,7641,F-LFPG1,B772,F-GSPF,1645968414,CDG,NKC,AF751,0,4864,AFR751,AFR
393322,44.7628,1.2183,357,28000,417,1000,F-LFBO3,A321,F-GMZC,1645968416,TLS,ORY,AF6129,0,0,AFR49MH,AFR
3985A7,48.0532,2.5328,161,20125,422,1000,F-LFHY1,A320,F-HBNH,1645968414,ORY,NCE,AF6220,0,2048,AFR63QF,AFR
392AE9,48.3374,2.5443,184,20775,383,7644,F-LFPC1,A320,F-GKXJ,1645968415,CDG,TUN,AF1184,0,1792,AFR1184,AFR
39B167,43.5969,-0.5532,67,23175,364,1000,F-LFBO1,CRJX,F-HMLH,1645968416,BIQ,LYS,AF1591,0,1344,AFR17UP,AFR
398570,49.0116,2.8275,80,6425,263,1000,F-LFOB1,E190,F-HBLQ,1645968416,CDG,DUS,AF1406,0,2432,AFR53RD,AFR
3991E8,34.6266,-6.6573,15,17200,371,6473,F-LPFR5,A320,F-HEPI,1645968414,RBA,CDG,AF1259,0,2048,AFR79QJ,AFR
3950CA,43.3806,-0.4141,123,0,0,0000,F-LFBP2,A318,F-GUGK,1645968414,PUF,ORY,AF7453,1,0,AFR96YA,AFR
485000,51.8766,0.4147,72,35000,492,6255,F-EGTR2,B77W,PH-BVK,1645968418,LIM,AMS,KL744,0,0,KLM744,KLM
485345,52.8852,1.7941,101,27750,370,6251,F-EGSH1,B789,PH-BHM,1645968419,MEX,AMS,KL686,0,-1216,KLM142,KLM
4841C3,49.7174,-21.1738,69,32004,527,0000,F-SAT7,B744,PH-CKA,1645968413,MIA,AMS,MP7552,0,0,MPH7552,KLM
485343,35.4366,-35.5457,239,36000,415,5150,F-EST,B789,PH-BHI,1645968413,AMS,BOG,KL741,0,0,KLM741,KLM
485B43,62.7338,-54.8467,260,35000,482,2725,F-BGGH5,B78X,PH-BKC,1645968417,AMS,LAX,KL601,0,0,KLM601,KLM
485B44,61.9423,-51.9943,263,35000,488,2000,F-BGMQ1,B78X,PH-BKD,1645968419,AMS,IAH,KL661,0,-64,KLM661,KLM
485341,48.5131,-41.3386,238,35996,454,0000,F-SAT6,B789,PH-BHG,1645968421,AMS,SJO,KL719,0,0,KLM265,KLM
4841C4,41.7106,15.3941,148,41000,519,0151,F-LGKR6,B744,PH-CKB,1645968418,AMS,NBO,MP8561,0,0,MPH8561,KLM
485E2D,25.1276,29.6917,162,37000,564,1601,F-EST,B78X,PH-BKG,1645968413,AMS,ZNZ,KL515,0,0,KLM515,KLM
4851AF,59.8727,-46.4,247,35000,472,2000,F-BGNN1,B789,PH-BHD,1645968418,AMS,ATL,KL623,0,-64,KLM623,KLM
4851F7,38.2845,-29.5448,233,34000,425,3205,F-LPHR2,B77W,PH-BVU,1645968418,AMS,CUR,KL735,0,0,KLM125,KLM
485344,52.8124,-40.8544,244,36016,447,0000,F-SAT2,B789,PH-BHL,1645968413,AMS,MIA,KL627,0,0,KLM627,KLM
48436D,23.6085,8.4854,170,32812,487,0000,F-SAT2,B772,PH-BQF,1645968421,AMS,CPT,KL597,0,0,KLM103,KLM
485342,24.4153,9.7735,159,37000,488,3130,F-EST,B789,PH-BHH,1645968421,AMS,JNB,KL591,0,0,KLM591,KLM
4851B3,28.573,-15.6764,206,33000,546,2122,F-GCXO7,B77W,PH-BVP,1645968419,AMS,GRU,KL791,0,0,KLM791,KLM
48440F,48.9769,-26.8184,237,37996,408,0000,F-SAT2,A332,PH-AOA,1645968421,AMS,SXM,KL729,0,0,KLM243,KLM
4850F5,43.6817,-21.1406,254,32000,456,0000,F-SAT2,B77W,PH-BVO,1645968413,AMS,PTY,KL757,0,0,KLM757,KLM
485A35,41.4706,27.4311,151,22850,370,5554,F-LTBA6,B738,PH-BCL,1645968420,AMS,IST,KL1613,0,-2112,KLM1613,KLM
484CBA,45.7741,22.3866,120,33000,498,1737,F-LRSB3,B77W,PH-BVF,1645968418,AMS,DEL,KL871,0,0,KLM871,KLM
484410,42.4272,20.6939,126,39000,490,3166,F-LWSK5,A332,PH-AOB,1645968418,AMS,DMM,KL421,0,0,KLM421,KLM
485084,52.4863,4.7255,201,1850,184,1000,F-EHAM3,E190,PH-EXB,1645968418,BEG,AMS,KL1906,0,-640,KLM48X,KLM
484560,48.7503,-12.1622,244,30000,452,2107,T-EICK9,B77W,PH-BVC,1645968413,AMS,LIM,KL743,0,0,KLM743,KLM
4841C5,-19.551,-58.4297,292,40000,513,3353,F-SBCR1,B744,PH-CKC,1645968418,VCP,LIM,MP7762,0,0,MPH7762,KLM
485207,51.7016,7.4366,331,33300,462,1000,F-EDLW1,E190,PH-EXF,1645968418,FLR,AMS,KL1642,0,-2496,KLM64Y,KLM
4863DC,48.4241,0.0481,49,40000,460,1000,F-LFRZ1,E295,PH-NXD,1645968420,OPO,AMS,KL1712,0,0,KLM36G,KLM
4851B0,58.6656,-8.9758,302,32975,456,2111,F-EGPO5,B789,PH-BHE,1645968419,AMS,LAS,KL635,0,-64,KLM635,KLM
484EE5,45.4185,15.4568,138,37000,468,0170,F-LDZA4,B738,PH-HSE,1645968420,AMS,ATH,KL1575,0,0,KLM35F,KLM
4844C6,52.5334,4.9029,276,3700,271,1000,F-EHRD3,B738,PH-BXV,1645968417,VCE,AMS,KL1654,0,-1152,KLM40B,KLM
484EE4,44.5997,11.5137,164,37000,485,0170,F-LIMZ1,B738,PH-HSD,1645968420,AMS,CTA,KL911,0,0,KLM12A,KLM
485789,57.1616,-7.0146,298,35975,422,2101,F-EGAC1,B789,PH-BHO,1645968418,AMS,ORD,KL611,0,0,KLM611,KLM
484B90,52.5181,5.6386,272,11100,366,1000,F-EDDG2,B737,PH-BGI,1645968418,WAW,AMS,KL1364,0,-3072,KLM68K,KLM
48507F,51.9534,6.6004,311,24675,385,1000,F-EHGG3,E190,PH-EXA,1645968419,BLQ,AMS,KL1584,0,-2048,KLM78T,KLM
4841A6,45.9599,-2.4911,222,37000,467,2124,F-LFRZ1,B739,PH-BXT,1645968420,AMS,LIS,KL1695,0,0,KLM75C,KLM
484F06,43.9064,0.9384,193,39000,460,2103,F-LFBT1,B737,PH-BGM,1645968418,AMS,ALC,KL1509,0,0,KLM49M,KLM
48415F,50.1105,9.1105,328,40000,459,1000,F-EDDV5,B738,PH-BXF,1645968419,FCO,AMS,KL1602,0,-64,KLM1602,KLM
484131,55.9023,12.8521,234,38000,440,3537,F-EKCC1,B738,PH-BXB,1645968419,HEL,AMS,KL1168,0,0,KLM98Q,KLM
485A34,45.5175,0.3272,208,39000,456,2137,F-LFBL3,B738,PH-BCK,1645968418,AMS,AGP,KL1039,0,0,KLM81W,KLM
484130,51.4934,9.1591,299,38000,456,1000,F-EDDG1,B738,PH-BXA,1645968420,BUD,AMS,KL1976,0,0,KLM1976,KLM
484F72,56.1762,-4.009,301,33000,436,2127,F-EGEW1,A333,PH-AKB,1645968419,AMS,IAD,KL651,0,0,KLM259,KLM
484559,47.8946,0.9178,10,38000,453,1043,F-LFRM2,B738,PH-BGB,1645968420,BCN,AMS,KL1670,0,0,KLM66J,KLM
485A33,48.0729,19.1315,300,38000,474,1000,F-LZSL2,B738,PH-BCH,1645968418,OTP,AMS,KL1374,0,0,KLM38W,KLM
484CB7,53.3567,-2.2789,8,0,15,7331,F-EGCC4,B737,PH-BGQ,1645968349,AMS,MAN,KL1075,1,0,KLM1075,KLM
485871,52.5276,5.1676,273,6975,282,4141,F-EHLE2,E190,PH-EXV,1645968419,NUE,AMS,KL1884,0,-1536,KLM26U,KLM
484161,48.3482,2.4323,201,39000,453,2122,F-LFBK1,B738,PH-BXH,1645968420,AMS,MAD,KL1703,0,0,KLM51M,KLM
484ACB,53.0969,6.0301,230,19475,327,3527,F-EDWE1,E190,PH-EZA,1645968419,AAL,AMS,KL1330,0,-1920,KLM44H,KLM
484555,56.5604,12.4713,221,38000,430,0747,F-ESMT6,B738,PH-BXW,1645968420,ARN,AMS,KL1110,0,0,KLM20M,KLM
4851AE,54.6013,1.0796,306,35975,489,2115,F-EGQL1,B789,PH-BHC,1645968418,AMS,YYZ,KL691,0,0,KLM31,KLM
485875,49.1759,3.1589,205,37000,455,2133,F-EHBK1,E190,PH-EXY,1645968419,AMS,VLC,KL1503,0,-64,KLM1503,KLM
484F7E,56.0909,5.665,180,39000,422,3520,F-EDXW2,E190,PH-EZV,1645968419,SVG,AMS,KL1200,0,64,KLM80Y,KLM
485B42,54.0257,1.3338,301,34950,486,2102,F-EGNM5,B78X,PH-BKA,1645968418,AMS,JFK,KL641,0,128,KLM641,KLM
484F71,51.737,4.8132,176,14225,381,3167,F-EHWO1,A333,PH-AKA,1645968420,AMS,LOS,KL587,0,1984,KLM587,KLM
4850F6,14.5415,120.6609,255,20050,429,6564,F-RPLC3,B77W,PH-BVN,1645968419,MNL,BKK,KL804,0,3200,KLM804,KLM
484165,52.3358,4.6523,33,7300,284,3137,F-EHRD5,B738,PH-BXM,1645968418,AMS,HEL,KL1169,0,3200,KLM39E,KLM
4855D1,51.1531,15.7076,276,22500,393,1000,F-EPLL6,E75L,PH-EXO,1645968420,WRO,AMS,KL1272,0,1600,KLM22C,KLM
484F7F,58.0498,15.3133,225,20675,355,3533,F-ESOW6,E190,PH-EZW,1645968420,LPI,AMS,KL1182,0,3008,KLM1182,KLM
484F18,52.2536,4.9262,93,5650,262,1000,F-EHAM3,B738,PH-BCB,1645968418,AMS,FCO,KL1603,0,2816,KLM57N,KLM
485870,59.1983,10.2588,8,0,13,0730,T-ENTO26,E75L,PH-EXU,1645968416,TRF,AMS,KL1218,1,0,KLM66C,KLM
48548C,52.3088,4.7761,5,0,20,1000,F-EHAM1,E75L,PH-EXK,1645968418,AMS,BRU,KL1725,1,0,KLM91L,KLM
4852F4,55.7414,9.1449,177,0,1,0751,F-EKBI2,E75L,PH-EXG,1645968385,BLL,AMS,KL1346,1,0,KLM34K,KLM
485874,52.4187,16.829,329,0,15,0000,F-EPPO5,E75L,PH-EXX,1645968419,POZ,AMS,KL1274,1,0,KLM1274,KLM
485779,52.3038,4.77,59,0,18,1000,F-EHAM1,E75L,PH-EXS,1645968389,AMS,KRK,KL1995,1,0,KLM63F,KLM
4851F6,52.3129,4.7709,33,0,0,2147,F-EHAM1,B77W,PH-BVS,1645968399,AMS,AUA,KL767,1,0,KLM767,KLM
484368,52.3146,4.7617,261,0,1,2131,F-EHAM1,B772,PH-BQA,1645968390,AMS,CUR,KL733,1,0,KLM733,KLM
484C54,55.5343,12.4934,239,4350,231,5661,T-MLAT1,E190,PH-EZP,1645968416,CPH,AMS,KL1130,0,3520,KLM84D,KLM
484CC3,51.8479,-8.4921,345,0,1,7624,F-EICK1,E190,PH-EZS,1645968402,ORK,AMS,KL1086,1,0,KLM1086,KLM
C0173F,2.9818,104.8833,193,36750,474,3246,F-WMKJ3,B77W,C-FIUW,1645968419,YVR,SIN,AC2349,0,-2880,ACA2349,ACA
C02CF1,43.0757,-134.8857,48,37000,546,0000,F-SAT6,B77W,C-FRAM,1645968421,SYD,YVR,AC34,0,0,ACA034,ACA
C01049,59.1131,-122.1986,186,36975,459,0512,F-CYYE2,B789,C-FGEI,1645968420,DEL,YVR,AC45,0,64,ACA45,ACA
C0103E,50.6032,-90.8097,128,41000,576,6244,F-CYXL1,B789,C-FGDX,1645968420,ICN,YYZ,AC7274,0,0,ACA7274,ACA
C02FB8,-21.3135,-46.4614,167,38875,422,6355,F-SBSP1,B789,C-FSBV,1645968419,YYZ,GRU,AC90,0,-768,ACA090,ACA
C01755,59.7807,179.7762,261,34000,457,0000,F-SAT5,B77W,C-FIVS,1645968421,YYZ,ICN,AC27,0,0,ACA027,ACA
C023C9,39.0483,13.1665,112,36975,552,1257,F-LIRF2,B789,C-FNOI,1645968420,YYZ,DXB,AC56,0,0,ACA56,ACA
